id	url	verdict	kind	items	http	bytes	note
JO30_BANK_FSA_BANKS_CITY	https://www.fsa.go.jp/menkyo/menkyoj/ginkou.xlsx	PASS	xlsx:都市銀行・信託銀行・その他	35	200	60744	header=業態|所管|銀行名|法人番号|郵便番号|本店等所在地|代表等電話番号
JO30_BANK_FSA_BANKS_FOREIGN	https://www.fsa.go.jp/menkyo/menkyoj/ginkou.xlsx	PASS	xlsx:外国銀行支店	57	200	60744	header=業態|所管|本店所在地|銀行名|法人番号|郵便番号|在日支店（在日代表店）所在地|代表等電話番号
JO30_BANK_FSA_BANKS_REGIONAL	https://www.fsa.go.jp/menkyo/menkyoj/ginkou.xlsx	PASS	xlsx:地方銀行	61	200	60744	header=業態|所管|都道府県|銀行名|法人番号|郵便番号|本店等所在地|代表等電話番号
JO30_BANK_FSA_BANKS_REGIONAL2	https://www.fsa.go.jp/menkyo/menkyoj/ginkou.xlsx	PASS	xlsx:第二地方銀行	35	200	60744	header=業態|所管|都道府県|銀行名|法人番号|郵便番号|本店等所在地|代表等電話番号
JO30_BANK_FSA_BANK_HOLDING	https://www.fsa.go.jp/menkyo/menkyoj/ginkoumochikabu.xlsx	PASS	xlsx:銀行持株会社免許一覧	31	200	33756	header=管轄|業態|銀行持株会社名|法人番号|郵便番号|本店等所在地|代表等電話番号
JO30_BANK_FSA_SHINKIN_LIST	https://www.fsa.go.jp/menkyo/menkyoj/shinkin.xlsx	PASS	xlsx:信用金庫	255	200	40757	header=業態|所管|都道府県|名称|法人番号|郵便番号|本店等所在地|代表等電話番号
JO30_BANK_FSA_ROKIN_LIST	https://www.fsa.go.jp/menkyo/menkyoj/rokin.xlsx	PASS	xlsx:労働金庫	14	200	15972	header=業態|所管|都道府県名|名称|法人番号|郵便番号|本店等所在地|代表等電話番号
JO30_BANK_FSA_SHINKUMI_LIST	https://www.fsa.go.jp/menkyo/menkyoj/shinkumi.xlsx	PASS	xlsx:信用組合	144	200	33707	header=業態|所管|都道府県名|名称|法人番号|郵便番号|本店等所在地|代表等電話番号
JO30_BANK_FSA_KEITO_LIST	https://www.fsa.go.jp/menkyo/menkyoj/keito.xlsx	PASS	xlsx:系統金融機関	40	200	19173	header=0|都道府県名|名称|法人番号|郵便番号|本店等所在地|代表等電話番号
JO30_BANK_FSA_TRUST_BANKS	https://www.fsa.go.jp/menkyo/menkyoj/kenei.xlsx	PASS	xlsx:信託兼営金融機関	61	200	22661	header=管轄|業態|兼営信託金融機関名|法人番号|郵便番号|本店等所在地|代表等電話番号
JO30_BANK_FSA_BANK_AGENTS	https://www.fsa.go.jp/menkyo/menkyoj/dairi_a.xlsx	PASS	xlsx:銀行代理業者	141	200	39740	header=所管|許可番号|許可年月日|銀行代理業者名|法人番号|郵便番号|本店等所在地|代表等電話番号
JO30_BANK_FSA_POSTOFFICE_AGENTS	https://www.fsa.go.jp/menkyo/menkyoj/dairi_e.xlsx	PASS	xlsx:郵便局銀行代理業者	3344	200	783978	header=所管|許可番号|許可年月日|郵便局名|銀行代理業者名|法人番号|郵便番号|本店等所在地
JO30_BANK_FSA_SHINKIN_AGENTS	https://www.fsa.go.jp/menkyo/menkyoj/dairi_b.xlsx	PASS	xlsx:信用金庫代理業者	258	200	41998	header=所管|許可番号|許可年月日|信用金庫代理業者名|法人番号|郵便番号|本店等所在地|代表等電話番号
JO30_BANK_FSA_SHINKUMI_AGENTS	https://www.fsa.go.jp/menkyo/menkyoj/dairi_c.xlsx	PASS	xlsx:信用組合代理業者	125	200	29135	header=所管|許可番号|許可年月日|信用組合代理業者名|法人番号|郵便番号|本店等所在地|代表等電話番号
JO30_BANK_FSA_FOREIGN_BANK_AGENTS	https://www.fsa.go.jp/menkyo/dairi_g.xlsx	PASS	xlsx:外国銀行代理銀行	147	200	54348	header=所管|認可番号|認可・届出年月日|外国銀行代理銀行名|法人番号|郵便番号|本店等所在地|代表等電話番号
JO30_BANK_FSA_EPSP_DENDAI	https://www.fsa.go.jp/menkyo/menkyoj/dendai.xlsx	PASS	xlsx:電子決済等代行業者登録一覧	126	200	81569	header=所管|登録番号|登録年月日|電子決済等代行業者名|法人番号|郵便番号|本店等所在地|代表等電話番号
JO30_BANK_FSA_SHINKIN_EPSP	https://www.fsa.go.jp/menkyo/menkyoj/shinkindendai.xlsx	PASS	xlsx:信用金庫電子決済等代行業者等届出一覧	35	200	70367	header=所管|登録番号|登録年月日|電子決済等代行業者名|法人番号|郵便番号|本店等所在地|代表等電話番号
JO30_BANK_FSA_KINSA	https://www.fsa.go.jp/menkyo/menkyoj/02_1kinsa.xlsx	PASS	xlsx:金融サービス仲介業者登録一覧	35	200	94429	header=所管|登録番号|登録年月日|金融サービス仲介業者名|法人番号|郵便番号|本店等所在地|代表等電話番号
