url	reason
https://api.houjin-bangou.nta.go.jp/	DUPLICATE_HOST
https://api.jgrants-portal.go.jp/	DUPLICATE_HOST
https://web-api.invoice-kohyo.nta.go.jp/	DUPLICATE_HOST
https://info.gbiz.go.jp/	DUPLICATE_HOST
https://etsuran2.mlit.go.jp/TAKKEN/	DUPLICATE_HOST
https://www.chikamap.jp/	DUPLICATE_HOST
https://www.sanpainet.or.jp/	DUPLICATE_HOST
https://www2.sanpainet.or.jp/sanpai/search.php	DUPLICATE_HOST
https://www.tdb.co.jp/tosan/	DUPLICATE_HOST
https://www.npo-homepage.go.jp/	DUPLICATE_HOST
https://www.customs.go.jp/	DUPLICATE_HOST
https://www.jftc.go.jp/	DUPLICATE_HOST
https://www.fsa.go.jp/	DUPLICATE_HOST
https://www.tele.soumu.go.jp/	DUPLICATE_HOST
https://www.jpx.co.jp/	DUPLICATE_HOST
https://www.land.mlit.go.jp/webland/	DUPLICATE_HOST (also shut down)
https://www.reinfolib.mlit.go.jp/	DUPLICATE_HOST (needs API key)
https://www.pref.shiga.lg.jp/ippan/kurashi/syokunoanzen/300273.html	DUPLICATE_HOST
https://www.city.hamamatsu.shizuoka.jp/odpf/opendata/v1.html?x=yakkyoku	DUPLICATE_HOST
https://www.pref.ehime.jp/opendata-catalog/dataset/2312.html	DUPLICATE_HOST (and xlsx only)
https://web.archive.org/cdx/	DUPLICATE_HOST (CDX rows not used)
https://www.kkj.go.jp/api/?Category=%E5%B7%A5%E4%BA%8B	NOT_RECORDS (Category alone -> <Error>no searchword</Error>)
https://jinzai.mhlw.go.jp/	DEAD (connection timed out twice)
https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB101010.do?action=transition&screenId=GICB101010&params=0	NOT_RECORDS (POST-only session form, no GET result page)
https://positive-ryouritsu.mhlw.go.jp/positivedb/	DEAD (connection timed out)
https://ryouritsu.mhlw.go.jp/	BOT_WALL (403 to every UA)
https://licenseif.mhlw.go.jp/	BOT_WALL (403)
https://www2.nenkin.go.jp/do/search_section/	BOT_WALL (403; POST form)
https://shokuba.mhlw.go.jp/030/020/20191217151839.html	DEAD (提供用WEB-API 一時停止 - service suspended, registration required)
https://shokuba.mhlw.go.jp/shokuba/search/search060.do?keyword=	NOT_RECORDS (result list rendered by POST/session, GET returns the form)
https://www.hellowork.mhlw.go.jp/	LOGIN (session-bound search screens)
https://www.hellowork.mhlw.go.jp/provide/provide_top.html	LOGIN (求人情報 webAPI requires registration)
https://smartsme.go.jp/api/	DEAD (no response)
https://www.mirasapo-plus.go.jp/	DEAD (connection timed out)
https://rssystem.go.jp/api/	NOT_RECORDS (only an attachments endpoint, GET not allowed)
https://www.kaigokensaku.mhlw.go.jp/publish/	NOT_RECORDS (explanatory pages; the CSVs live on www.mhlw.go.jp and are registered there)
https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2300/initialize	NOT_RECORDS (546 KB SPA shell, no server-rendered records; its open data is a ZIP on data.e-gov.go.jp)
https://data.e-gov.go.jp/data/dataset/321fdf20-5f6a-49e5-bcab-35d81d652c65/resource/af88450b-049c-4deb-8dc9-327312d877e1/download/e-gov20251201.zip	NOT_RECORDS (ZIP archive, engine has no zip mode)
https://www.wam.go.jp/content/wamnet/pcpub/top/sfkopendata/	NOT_RECORDS (障害福祉 open data only as ZIP archives)
https://www.wam.go.jp/	NOT_RECORDS (portal page)
https://www.koeki-info.go.jp/	NOT_RECORDS (search is a POST application, no GET result page found)
https://www.ciic.or.jp/analysis/download/	NOT_RECORDS (PDF manuals only)
https://www.jwnet.or.jp/	NOT_RECORDS (seminar listings; manifest member search is login)
https://clearing.fsa.go.jp/kashikin/	NOT_RECORDS (POST-only form)
https://www.tsr-net.co.jp/news/global-bankruptcy/	NOT_RECORDS (4 anchors, no list)
https://www.tsr-net.co.jp/data_service/tousan/	DEAD (404)
https://www.alarmbox.jp/	DEAD (no response)
https://privacymark.jp/search/index.html?keyword=	NOT_RECORDS (results rendered client-side; 0 record anchors)
https://entity-search.jipdec.or.jp/pmark	NOT_RECORDS (JS application)
https://isms.jp/lst/ind/search.cgi	NOT_RECORDS (POST-only CGI; GET redirects)
https://www.jisc.go.jp/	NOT_RECORDS (portal; JIS certification search is a POST application)
https://catr.jp/search?q=	FILTER_IGNORED (identical 23,913-byte page for トヨタ and zzqxv9; results client-side)
https://houjin.info/	BOT_WALL (403)
https://baseconnect.in/	BOT_WALL (CloudFront 403)
https://www.b-mall.ne.jp/search/?keyword=	NOT_RECORDS (result page carries no per-company anchors)
https://www.bit.courts.go.jp/	NOT_RECORDS (344 KB JS application, no GET listing)
https://www.courts.go.jp/app/hanrei_jp/search1	NOT_RECORDS (Vue application, results not server-rendered)
https://www.otit.go.jp/implementer/basic/search_supervisor/	NOT_RECORDS (search form, no GET result page)
https://plidb.inpit.go.jp/	NOT_RECORDS (Angular application)
https://www.benrishi-navi.com/	NOT_RECORDS (POST-only search)
https://www.gyosei.or.jp/members-search	NOT_RECORDS (search form; results not reachable by GET)
https://www.chusho.meti.go.jp/	BOT_WALL (403)
https://kanpou.npb.go.jp/ -> https://www.kanpo.go.jp/	NOT_RECORDS (90-day viewer, no index; search.npb.go.jp is LOGIN)
https://search.npb.go.jp/	LOGIN
https://www.kankocho.jp/	DEAD (no response)
https://www.jata-net.or.jp/search/	DEAD (404)
https://portal.monodukuri-hojo.jp/jireisearch.aspx	NOT_RECORDS (ASP.NET postback form)
