id	url	verdict	kind	items	http	bytes	note
JPMUNI_ODA_UPDATE	https://www.city.oda.lg.jp/feed/	PASS	rss	892	200	261251	
JPMUNI_KITAKYUSHU_UPDATE	https://www.city.kitakyushu.lg.jp/index.rdf	PASS	rss	116	200	55553	
JPMUNI_TSURUOKA_UPDATE	https://www.city.tsuruoka.lg.jp/rss_news.xml	PASS	rss	100	200	52270	
JPMUNI_MAIZURU_UPDATE	https://www.city.maizuru.kyoto.jp/rss/rss.xml	PASS	rss	100	200	28640	
JPMUNI_FURANO_UPDATE	https://www.city.furano.hokkaido.jp/life/docs/rss.xml	PASS	rss	100	200	29282	
JPMUNI_SAKATA_UPDATE	https://www.city.sakata.lg.jp/rss_news.xml	PASS	rss	100	200	53321	
JPMUNI_SAGAE_UPDATE	https://www.city.sagae.yamagata.jp/rss_news.xml	PASS	rss	100	200	53369	
JPMUNI_TAINAI_UPDATE	https://www.city.tainai.niigata.jp/shinchaku/shinchaku.xml	PASS	rss	100	200	69776	
JPMUNI_YUBARI_UPDATE	https://www.city.yubari.lg.jp/rss/10/list1.xml	PASS	rss	100	200	69068	
JPMUNI_ASAHI_UPDATE	https://www.city.asahi.lg.jp/rss/10/list1.xml	PASS	rss	100	200	82675	
JPMUNI_TOON_UPDATE	https://www.city.toon.ehime.jp/rss/10/list1.xml	PASS	rss	100	200	68848	
JPMUNI_ABASHIRI_UPDATE	https://www.city.abashiri.hokkaido.jp/rss/10/list1.xml	PASS	rss	100	200	72949	
JPMUNI_MATSUSAKA_UPDATE	https://www.city.matsusaka.mie.jp/rss/10/list1.xml	PASS	rss	100	200	71054	
JPMUNI_MURAKAMI_UPDATE	https://www.city.murakami.lg.jp/rss/10/list1.xml	PASS	rss	100	200	404490	
JPMUNI_DAZAIFU_UPDATE	https://www.city.dazaifu.lg.jp/rss/10/list1.xml	PASS	rss	100	200	80980	
JPMUNI_AGEO_UPDATE	https://www.city.ageo.lg.jp/rss/10/list1.xml	PASS	rss	100	200	71627	
JPMUNI_KASHIMA_UPDATE	https://www.city.kashima.ibaraki.jp/rss/10/list1.xml	PASS	rss	100	200	315181	
JPMUNI_MIYAKONOJO_UPDATE	https://www.city.miyakonojo.miyazaki.jp/rss/10/list1.xml	PASS	rss	100	200	83630	
JPMUNI_SHIMANTO_UPDATE	https://www.city.shimanto.lg.jp/rss/10/list1.xml	PASS	rss	100	200	69463	
JPMUNI_KONOSU_UPDATE	https://www.city.kounosu.saitama.jp/rss/10/list1.xml	PASS	rss	100	200	71300	
JPMUNI_MARUGAME_UPDATE	https://www.city.marugame.lg.jp/rss/10/list1.xml	PASS	rss	100	200	73296	
JPMUNI_SHIJONAWATE_UPDATE	https://www.city.shijonawate.lg.jp/rss/10/list1.xml	PASS	rss	100	200	71643	
JPMUNI_SHUNAN_UPDATE	https://www.city.shunan.lg.jp/rss/10/list1.xml	PASS	rss	100	200	73642	
JPMUNI_ZENTSUJI_UPDATE	https://www.city.zentsuji.kagawa.jp/rss/10/list1.xml	PASS	rss	100	200	70761	
JPMUNI_KAMINOYAMA_UPDATE	https://www.city.kaminoyama.yamagata.jp/rss/10/list1.xml	PASS	rss	100	200	53086	
JPMUNI_KITAKATA_UPDATE	https://www.city.kitakata.fukushima.jp/rss/10/list1.xml	PASS	rss	100	200	77624	
JPMUNI_HACHIMANTAI_UPDATE	https://www.city.hachimantai.lg.jp/rss/10/list1.xml	PASS	rss	100	200	404450	
JPMUNI_FUJIYOSHIDA_UPDATE	https://www.city.fujiyoshida.yamanashi.jp/rss/10/list1.xml	PASS	rss	100	200	72920	
JPMUNI_UJI_UPDATE	https://www.city.uji.kyoto.jp/rss/10/list1.xml	PASS	rss	100	200	73779	
JPMUNI_NATORI_UPDATE	https://www.city.natori.miyagi.jp/rss/10/list1.xml	PASS	rss	100	200	82252	
JPMUNI_SHIOGAMA_UPDATE	https://www.city.shiogama.miyagi.jp/rss/10/list1.xml	PASS	rss	100	200	298705	
JPMUNI_NOBEOKA_UPDATE	https://www.city.nobeoka.miyazaki.jp/rss/10/list1.xml	PASS	rss	100	200	71693	
JPMUNI_YAMAGATA_UPDATE	https://www.city.yamagata.gifu.jp/rss/10/list1.xml	PASS	rss	100	200	304081	
