id	url	verdict	kind	items	http	bytes	note
DGCP_DO_OCDS_RELEASES	https://api.dgcp.gob.do/api/releases?page=1	NET_ERR		0	0	0	[Errno -2] Name or service not known
HILMA_FI_NOTICES	https://api.hankintailmoitukset.fi/api/v1/notices?page=0&size=20	HTTP_ERR		0	404	0	Resource Not Found
HILMA_FI_NOTICES_V1	https://api.hankintailmoitukset.fi/notices/v1/notices?page=0&size=20	HTTP_ERR		0	404	0	Resource Not Found
DOFFIN_NO_NOTICES	https://doffin.no/api/public/notices?numberOfResults=20	UNPARSEABLE		0	200	1308	"<!doctype html> <html lang=""nb""> <head> <meta charset=""utf-8"" /> <link"
BASE_PT_CONTRACTS	https://www.base.gov.pt/Base4/pt/resultados/?type=contratos&query=texto%3D&sort=-publicationDate&json=true	HTTP_ERR		0	999	0	No Hacking
CANADABUYS_TENDER_NOTICE	https://canadabuys.canada.ca/opendata/pub/openTenderNotice-ouvertAvisAppelOffres.csv	HTTP_ERR		0	403	0	Forbidden
ECUADOR_SERCOP_OCDS	https://datosabiertos.compraspublicas.gob.ec/PLATAFORMA/api/search_ocds?year=2024&search=obras&page=1	NET_ERR		0	0	0	timed out
CHILE_MERCADOPUBLICO_OCDS	https://ocds.mercadopublico.cl/api/v1/releases	NET_ERR		0	0	0	[Errno -2] Name or service not known
OPENTENDER_EU_TENDERS	https://opentender.eu/api/tenders?limit=10	HTTP_ERR		0	403	0	Forbidden
WORLDBANK_FINANCES_CONTRACTS	https://finances.worldbank.org/resource/kdui-wcs3.json?$limit=50	UNPARSEABLE		0	200	27799	"<!DOCTYPE html><html class=""andes_a204c2ed-module__cnW_lG__variable opensans_967"
ROMANIA_ELICITATIE_NOTICES	http://e-licitatie.ro/api-pub/NoticeCommon/GetCANoticeList	HTTP_ERR		0	405	0	Method Not Allowed
GRANTSGOV_SEARCH2	https://api.grants.gov/v1/api/search2	HTTP_ERR		0	403	0	Forbidden
UVO_SK_NOTICES	https://www.uvo.gov.sk/v1/vestnik/oznamenia?limit=20	UNPARSEABLE		0	200	3506	"<!DOCTYPE html> <html lang=""sk""> <head> <meta charset=""utf-8""> <meta nam"
EZAMOWIENIA_PL_BOARD	https://ezamowienia.gov.pl/mo-board/api/v1/Board?NoticeType=ContractNotice&PageSize=20&PageNumber=1	HTTP_ERR		0	404	0	Not Found
UNGM_NOTICE_SEARCH	https://www.ungm.org/Public/Notice/Search	HTTP_ERR		0	404	0	Not Found
KOSOVO_OCDS_RELEASE	https://ocdskrpp.rks-gov.net/Home/GetOcdsRelease?year=2024	HTTP_ERR		0	404	0	Not Found
MONGOLIA_TENDER_OPENDATA	https://opendata.tender.gov.mn/api/tender?page=1	HTTP_ERR		0	404	0	Not Found
NIGERIA_BPP_OPENDATA	https://nocopo.bpp.gov.ng/OpenData/GetTenders	UNPARSEABLE		0	200	40014	"<!DOCTYPE html> <html lang=""en-US""> <head id=""Head""><meta content=""text/html; "
ESTONIA_RIIGIHANKED	https://riigihanked.riik.ee/rhr-api/public/v1/notice?page=0&size=20	HTTP_ERR		0	404	0	Not Found
UNDP_OPEN_PROJECTS	https://api.open.undp.org/api/project_list?page=1	HTTP_ERR		0	400	0	Bad Request
GLOBALFUND_ODATA_GRANTS	https://data-service.theglobalfund.org/v3.3/odata/Grants?$top=20	HTTP_ERR		0	403	0	Forbidden
IADB_PROJECTS	https://projects.iadb.org/api/v1/projects?limit=20	NET_ERR		0	0	0	[Errno -5] No address associated with hostname
AFDB_PROJECTS	https://projectsportal.afdb.org/dataportal/api/v1/projects?limit=20	NET_ERR		0	0	0	[Errno -5] No address associated with hostname
USAID_SOCRATA	https://data.usaid.gov/resource/azij-hu6e.json?$limit=20	NET_ERR		0	0	0	[Errno -5] No address associated with hostname
TAIWAN_PCC_SEARCH	https://pcc.g0v.ronny.tw/api/searchbytitle?query=%E5%B7%A5%E7%A8%8B&page=1	UNPARSEABLE		0	200	3515	"<!DOCTYPE html> <html> <head> <meta http-equiv=""Content-Type"" content=""text/html"
INDONESIA_LKPP_ISB	https://isb.lkpp.go.id/isb-2/api/	HTTP_ERR		0	403	0	Forbidden
AVIATIONAPI_AIRPORTS	https://api.aviationapi.com/v1/airports?apt=KAVL	NET_ERR		0	0	0	[Errno -5] No address associated with hostname
AIRPLANESLIVE_MIL	https://api.airplanes.live/v2/mil	HTTP_ERR		0	403	0	Forbidden
NTSB_CAROL_QUERY	https://data.ntsb.gov/carol-main-public/api/Query/Main	HTTP_ERR		0	405	0	Method Not Allowed
FAA_REGISTRY_NNUMBER	https://registry.faa.gov/AircraftInquiry/Search/NNumberResult?nNumberTxt=N12345	HTTP_ERR		0	403	0	Forbidden
EASA_AD_SEARCH	https://ad.easa.europa.eu/ad/search/json?q=airbus	HTTP_ERR		0	302	0	The HTTP server returned a redirect error that would lead to
ADSBLOL_MIL_V2	https://api.adsb.lol/v2/mil	DUP_ENDPOINT	json:ac	359	200	148871	answers with real records, but api.adsb.lol/v2/mil is already registered in the tree
NIH_REPORTER_PROJECTS	https://api.reporter.nih.gov/v2/projects/search	HTTP_ERR		0	405	0	Method Not Allowed
SNSF_GRANTS_API	https://data.snf.ch/api/v1/grants?size=20	HTTP_ERR		0	404	0	Not Found
SNSF_GRANT_CSV	https://data.snf.ch/exportcsv/Grant.csv	HTTP_ERR		0	404	0	Not Found
CHEMRXIV_ITEMS	https://chemrxiv.org/engage/chemrxiv/public-api/v1/items?limit=20	HTTP_ERR		0	403	0	Forbidden
NASA_ADS_SEARCH	https://api.adsabs.harvard.edu/v1/search/query?q=star	HTTP_ERR		0	401	0	UNAUTHORIZED
LENS_SCHOLARLY_SEARCH	https://api.lens.org/scholarly/search	HTTP_ERR		0	401	0	
BASE_SEARCH_INTERFACE	https://www.base-search.net/cgi-bin/BaseHttpSearchInterface.fcgi?func=PerformSearch&query=osint&format=json	HTTP_ERR		0	403	0	Forbidden
CORDIS_SEARCH	https://cordis.europa.eu/api/search?q=osint&format=json	HTTP_ERR		0	404	0	Not Found
OSTI_RECORDS	https://www.osti.gov/api/v1/records?rows=20	NET_ERR		0	0	0	timed out
OPENCITATIONS_INDEX_METADATA	https://opencitations.net/index/api/v1/metadata/10.1186/1756-8722-6-59	HTTP_ERR		0	410	0	Gone
OPENAIRE_ORGANIZATIONS	https://api.openaire.eu/search/organizations?name=oxford&format=json&size=20	HTTP_ERR		0	404	0	Not Found
CINII_OPENSEARCH	https://cir.nii.ac.jp/opensearch/all?q=osint&format=json&count=20	FLAKY_UPSTREAM	json:items	20	200	26467	answered HTTP 503 when probed during discovery and passes on retry - held back rather than shipped on an intermittent result, a candidate for a later batch
KAKEN_OPENSEARCH	https://kaken.nii.ac.jp/opensearch/?qm=osint&format=json	HTTP_ERR		0	403	0	Forbidden
LAREFERENCIA_API	https://api.lareferencia.info/	NET_ERR		0	0	0	[Errno -2] Name or service not known
EPMC_GRANTFINDER	https://www.ebi.ac.uk/europepmc/webservices/rest/grantfinder?query=cancer&format=json&resultType=core	HTTP_ERR		0	404	0	Not Found
DBLP_PUBL_SEARCH_500	https://dblp.org/search/publ/api?q=osint&format=json&h=30	DUP_ENDPOINT		0	500	0	dblp.org/search/publ/api is already registered in collectors/sources/misc_world.c
BIPM_KCDB_CMC_PHYSICS	https://www.bipm.org/api/kcdb/cmc/searchData/physics	HTTP_ERR		0	405	0	Unknown Reason
BIPM_KCDB_RMO	https://www.bipm.org/api/kcdb/referenceData/rmo	HTTP_ERR		0	404	0	Not Found
BIPM_KCDB_NMI	https://www.bipm.org/api/kcdb/referenceData/nmi	HTTP_ERR		0	404	0	Not Found
RFC_EDITOR_INDEX_JSON	https://www.rfc-editor.org/rfc-index.json	HTTP_ERR		0	404	0	Not Found
IETF_RFC_INDEX_TXT	https://www.rfc-editor.org/rfc/rfc-index.txt	UNPARSEABLE		0	200	2023314	~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
W3C_USERS	https://api.w3.org/users?items=50	HTTP_ERR		0	404	0	Not Found
3GPP_SPEC_LIST	https://portal.3gpp.org/ngppapp/DesignatedSpecificationList.aspx	HTTP_ERR		0	404	0	Not Found
ETSI_WORKPROGRAM	https://portal.etsi.org/webapp/WorkProgram/	UNPARSEABLE		0	200	18130	" <HTML> <HEAD> <link REL=""stylesheet"" TYPE=""text/css"" HREF=""../StyleSheet/Que"
NIST_CSRC_FRAMEWORK	https://csrc.nist.gov/extensions/nudp/services/json/nudp/framework/version/cf_1_1_0/element/	HTTP_ERR		0	404	0	Not Found
OIML_CERTIFICATES	https://www.oiml.org/en/certificates/api	HTTP_ERR		0	404	0	Not Found
ITU_TSB_SEARCH	https://www.itu.int/net4/ITU-T/search/api/redirection?q=test	HTTP_ERR		0	500	0	Internal Server Error
ARCEP_ODS_V21	https://data.arcep.fr/api/explore/v2.1/catalog/datasets?limit=20	HTTP_ERR		0	404	0	Not Found
ACMA_OPENDATA	https://opendata.acma.gov.au/api/views/j4hb-mimx/rows.json?max_rows=20	NET_ERR		0	0	0	[Errno -5] No address associated with hostname
OFCOM_SPECTRUM_WTR	https://static.ofcom.org.uk/static/spectrum/wtr.csv	HTTP_ERR		0	404	0	Not Found
ISED_SPECTRUM	https://sms-sgs.ic.gc.ca/eic/site/sms-sgs-prod.nsf/eng/h_00010.html	UNPARSEABLE		0	200	23772	"<!DOCTYPE html> <!--[if lt IE 9]><html lang=""en"" dir=""ltr"" prefix=""content: http"
FAO_FAOSTAT_TYPES	https://faostatservices.fao.org/api/v1/en/definitions/types	HTTP_ERR		0	401	0	Unauthorized
FAO_DATA_CKAN	https://data.apps.fao.org/api/3/action/package_search?rows=20	HTTP_ERR		0	404	0	Not Found
ITU_DATAHUB	https://datahub.itu.int/api/data/?format=json	HTTP_ERR		0	403	0	Forbidden
IMF_DATASERVICES_DATAFLOW	https://dataservices.imf.org/REST/SDMX_JSON.svc/Dataflow	NET_ERR		0	0	0	[Errno -2] Name or service not known
USPTO_PTAB_DECISIONS	https://developer.uspto.gov/ptab-api/decisions?recordTotalQuantity=20	UNPARSEABLE		0	200	20666	"<!doctype html> <html lang=""en"" data-beasties-container> <head><link rel=""precon"
USPTO_IBD_PUBLICATIONS	https://developer.uspto.gov/ibd-api/v1/application/publications?rows=20	UNPARSEABLE		0	200	20666	"<!doctype html> <html lang=""en"" data-beasties-container> <head><link rel=""precon"
EBA_REGISTER	https://www.eba.europa.eu/sites/default/documents/files/document_library/	HTTP_ERR		0	404	0	Not Found
EFSA_API	https://www.efsa.europa.eu/en/api/	HTTP_ERR		0	404	0	Not Found
