JO30_CAM_SHIMANE_ROADI	https://www.roadi.pref.shimane.jp/data/point.json5	UNPARSEABLE_JSON5: 26 KB list of road camera points with lat/lng and camera_stat, but written as JSON5 (unquoted keys, single-quoted strings); hpengine's JSON parser rejects it. Would be ~150 cameras with coordinates if the engine accepted JSON5.
JO30_CAM_EHIME_ROAD	https://www.pref.ehime.jp/dkanri/imageall.html	JS_RENDERED: camera grid built client-side from json/maps_icon.json (icon path + area only, no names/urls) and json/ehime_touketsu.json; no camera-list JSON with names exists.
JO30_CAM_MIYAZAKI_ROADI	https://roadi.pref.miyazaki.lg.jp/roadinfo/public/WatchPoint/WatchPointList.aspx	JS_RENDERED: list is built by javascript:fncShowCamera(); 0 real anchors, no data endpoint found.
JO30_CAM_MIYAZAKI_KASEN_ITV	http://kasen.pref.miyazaki.lg.jp/bousai/servlet/bousaiweb.servletBousaiContents?style=itv&dk=15&nw=1&sv=1&xml=0&type=1&kf=1&gf=1&sf=1&ki=1&mp=0&no=0&fn=0	JS_RENDERED: Shift_JIS page with 0 anchors; cameras drawn by ../js/camera.js.
JO30_CAM_NAGASAKI_NAKSS	http://www.kasen-sabo.pref.nagasaki.jp/nakss/Camera	JS_RENDERED: 211 KB ASP.NET app shell, 1 anchor; camera list loaded by bundled script, endpoint not discoverable without executing it.
JO30_CAM_KAGOSHIMA_DOBOKU_BOUSAI	http://www3.doboku-bousai.pref.kagoshima.jp/bousai/servlet/bousaiweb.servletBousaiContents?sv=3&mp=0&no=0&fn=0&dk=15&nw=1&style=itv_table&xml=1	BOT_WALL: HTTP 403 Incapsula challenge page. The prefecture's link list on pref.kagoshima.jp is used instead (JO30_CAM_KAGOSHIMA_PREF_LIVE_LIST).
JO30_CAM_TOCHIGI_DIF_RIVER	https://www.dif.pref.tochigi.lg.jp/main.asp?screen=camera_river&list=1&min_interval=10	JS_RENDERED: 50 KB page, only 12 nav anchors; camera table drawn client-side.
JO30_CAM_YAMAGUCHI_KRC_CAMERA	https://y-bousai.pref.yamaguchi.lg.jp/citizen/camera/krc_camera_list.aspx	IMG_ONLY: 191 KB page shows ~100 stills as <img src=../../img/cameraImage/YYYYMMDD/HHMM/ID_M.jpg> with no per-camera anchor; HTML mode emits anchors only.
JO30_CAM_TOTTORI_RIVER_LIVE	https://www.pref.tottori.lg.jp/220875.htm	IMG_ONLY: 273 KB page embeds stills inline; only 1 camera-related anchor (to cgr tottori livecam_river frames page, which has 0 camera anchors).
JO30_CAM_SAITAMA_SUIBO_CAMERA	https://suibo-river.pref.saitama.lg.jp/sp/cameraList.html?scd=100	JS_RENDERED: 2.5 KB shell with 1 anchor; list filled client-side.
JO30_CAM_TOKYO_KASEN_SUIBO	https://www.kasen-suibo.metro.tokyo.lg.jp/s/tsim0401g.html	JS_RENDERED: 478 KB SPA shell, camera list drawn client-side; 39 nav anchors only.
JO30_CAM_IBARAKI_KASEN	http://www.kasen.pref.ibaraki.jp/pc/main.html?fnm=openTable&no=15&no2=0&sct=m2_9	FRAMESET_JS: frameset with blank.html targets; camera table drawn client-side.
JO30_CAM_KOCHI_SUIBOU	https://suibo-kouho.suibou.pref.kochi.lg.jp/suibou/main.html?no=15&no2=0&fnm=openTable	FRAMESET_JS: same vendor system as Ibaraki, blank.html frames.
JO30_CAM_FUKUOKA_DOBOKU_BOUSAI	http://doboku-bousai.pref.fukuoka.lg.jp/river/html/index_kasen.html?disp=8	FRAMESET_JS: 1.6 KB frameset, content.html is 559 bytes with 0 anchors.
JO30_CAM_KYOTO_DOBOKUBOUSAI	https://dobokubousai.pref.kyoto.jp/pc/	JS_RENDERED: 38 KB page, 0 anchors.
JO30_CAM_GIFU_DOURO	https://douro.pref.gifu.lg.jp/	JS_RENDERED: 9 KB shell, 0 anchors.
JO30_CAM_ISHIKAWA_MICHIJOHO	https://douro.pref.ishikawa.lg.jp/	JS_RENDERED: 369 KB inline-script page with 3 anchors (links to neighbouring prefectures); no JSON/CSV reference found in the source.
JO30_CAM_TOYAMA_DOURO	https://www.toyama-douro.toyama.toyama.jp/	FRAMESET: map frameset; the camera list it links (pubmap.toyama-josetsu.jp) answers HTTP 403.
JO30_CAM_YAMAGUCHI_ROADINFO	https://www.roadinfo.pref.yamaguchi.lg.jp/	JS_RENDERED: 955-byte shell, 0 anchors.
JO30_CAM_HOKKAIDO_INFOROAD	http://info-road.hdb.hkd.mlit.go.jp/RoadInfo/index_gazou2.htm	BOT_WALL: "Request Rejected" (F5/BIG-IP) with the honest JapanOSINT UA.
JO30_CAM_ROAD_INFO_PRVS	https://www.road-info-prvs.mlit.go.jp/roadinfo/pc/	JS_RENDERED: 1.5 KB shell of the national MLIT road-information system, 0 anchors and no script src to follow.
JO30_CAM_NORTHERN_ROAD_TOUGE	https://northern-road.ceri.go.jp/navi/touge/sp/camera.htm	NOT_A_LIST: 7 anchors, 5 of them pass-area pages, cameras embedded as images on the sub-pages.
JO30_CAM_DRIVEPLAZA_NEXCO_EAST	https://www.driveplaza.com/traffic/camera/hokkaido.html	IMG_ONLY: NEXCO East camera stills are <img src=cdn-livecamera-pic.drivetraffic.jp/l/HN009.jpg> without anchors; the 47 /traffic/camera/ anchors are route-section nav pages, not cameras. drivetraffic.jp/camera/ is a JS app.
JO30_CAM_KKR_RIVER_LIVECAMERA	https://www.kkr.mlit.go.jp/river/bousai/livecamera.html	NOT_A_LIST: Kinki bureau index of 15 YouTube channel links and office pages, not per-camera records.
JO30_CAM_KKR_SEISHIGA_KINOKAWA	http://www.seishiga.kkr.mlit.go.jp/kinokawa/cctv/	HTTP_403.
JO30_CAM_KKR_FUKUI_RIVER	https://www.kkr.mlit.go.jp/fukui/bousai/riverlivecamera/	JS_RENDERED: cameras injected by /fukui/assets/js/bundle.js; page anchors are site nav only.
JO30_CAM_KKR_SANSYU	https://sansyu.kyoto.kkr.mlit.go.jp/live/app/pc/main.php	NO_RESPONSE: connection failed.
JO30_CAM_KTR_TONEJO_LIST	https://www.ktr.mlit.go.jp/tonejo/cctv/list_index.html	NOT_A_LIST: 3 nav anchors; camera list is a JS map. The bureau's river_bousai00000080 page (8 camview anchors) is used instead.
JO30_CAM_KTR_NAGANO_DOUROINFO	https://www.ktr.mlit.go.jp/nagano/douroinfo/road/html/map/cameraMap_18.html	IMG_MAP: only 4 sibling map-page anchors; cameras are image-map hot-spots without hrefs to records.
JO30_CAM_KTR_UTSUNOMIYA	https://www.ktr.mlit.go.jp/utunomiya/utunomiya_index002.html	NOT_A_LIST: 31 /utunomiya/ anchors are all site navigation; camera stills embedded inline.
JO30_CAM_KTR_OOMIYA	https://www.ktr.mlit.go.jp/oomiya/oomiya_livecamera01.html	NOT_A_LIST: 23 /oomiya/ anchors are site navigation; stills inline.
JO30_CAM_KTR_CHIBA_KOKUDO	https://www.ktr.mlit.go.jp/chiba/limit/livecamara/index.htm	NOT_A_LIST: 19 anchors all navigation; stills inline.
JO30_CAM_KTR_YOKOHAMA_KOKUDO	https://www.ktr.mlit.go.jp/yokohama/live-camera/live.html	NOT_A_LIST: 1 anchor (home); stills inline.
JO30_CAM_KTR_KOUFU_MICHI	https://www.ktr.mlit.go.jp/koufu/michi_camera/index.htm	NOT_A_LIST: 5 anchors, image map.
JO30_CAM_KTR_WATARASE	https://www.ktr.mlit.go.jp/watarase/watarase00260.html	NOT_A_LIST: 19 /watarase/ anchors are navigation; stills inline.
JO30_CAM_KTR_SOBU_OTARUMI	https://www.ktr.mlit.go.jp/sobu/sobu00064.html	NOT_A_LIST: navigation only.
JO30_CAM_KTR_SAGAMI_MIYAGASE	https://www.ktr.mlit.go.jp/sagami/livecam/cameraselect/index.htm	TOO_SMALL: 4 dam cameras labelled via alt; kept out for size, real but marginal.
JO30_CAM_KTR_TONEDAMU	https://www.ktr.mlit.go.jp/tonedamu/teikyo/realtime2/E014010.html	JS_RENDERED: 0 anchors.
JO30_CAM_THR_TOHOKU_RIVER_INDEX	https://www.thr.mlit.go.jp/bumon/b00037/k00290/river-hp/kasen/livecamera/index.html	NOT_A_LIST: Shift_JIS page with 0 anchors (image map), Last-Modified 2020-10-30.
JO30_CAM_THR_SENDAI	http://www.thr.mlit.go.jp/sendai/livecamera/index.html	NOT_A_LIST: 13 anchors to route/river group frames; each frame (f_4-1.html) lists 9 textless DR-NNNNN.html anchors.
JO30_CAM_THR_YUZAWA	http://www.thr.mlit.go.jp/yuzawa/02_miti/livecam/index.htm	TOO_SMALL_MIXED: 5 Yamagata ycam links + 4 Akita romen links, all textless.
JO30_CAM_THR_AKITA_ROMEN	http://www.thr.mlit.go.jp/akita/DOURO/ROMEN/index.htm	FRAMESET: info.htm frame; links out to road-info-prvs.
JO30_CAM_THR_NOSHIRO	http://www.thr.mlit.go.jp/noshiro/douro/f_romen.htm	FRAMESET: 423-byte frameset (2013).
JO30_CAM_THR_FUKUSHIMA	http://www.thr.mlit.go.jp/fukushima/livecamera/index.html	HTTP_404.
JO30_CAM_THR_PDASV1	http://pdasv1.thr.mlit.go.jp/romen/	NO_RESPONSE.
JO30_CAM_THR_IWATE_R4	http://www2.thr.mlit.go.jp/iwate/bousai/douro/index.html	NOT_A_LIST: 112 KB page, 25 nav anchors, stills inline.
JO30_CAM_THR_AOMORI_RIVER	https://www.thr.mlit.go.jp/aomori/river/camera/camera.html	NOT_A_LIST: 101 anchors all site navigation; camera images inline.
JO30_CAM_CBR_TAKAYAMA	https://www.cbr.mlit.go.jp/takayama/cctv/index.html	NOT_A_LIST: 78 same-directory anchors are area sub-pages (index_north.html ...) and nav; stills inline.
JO30_CAM_CBR_HAMAMATSU_ROAD	https://www.cbr.mlit.go.jp/hamamatsu/live_view_road/pc/	FRAMESET: info frame with 5 notice anchors; cameras inline.
JO30_CAM_CBR_HAMAMATSU_RIVER	https://www.cbr.mlit.go.jp/hamamatsu/live_view_kasen/pc/index.html	FRAMESET: same structure.
JO30_CAM_CBR_MEIKOKU	https://www.cbr.mlit.go.jp/meikoku/traffic/livecamera/	GOOGLE_MAP: cameras only inside an embedded Google My Maps iframe.
JO30_CAM_CBR_HOKUSEI_MEIHAN	https://www.cbr.mlit.go.jp/hokusei/traffic/meihan_livecam/	NOT_A_LIST: 5 block sub-pages + Google map.
JO30_CAM_CBR_SHIZUKOKU	https://www.cbr.mlit.go.jp/shizukoku/camera/index.html	NOT_A_LIST: 2 bypass sub-pages.
JO30_CAM_CBR_SHIZUKAWA	https://www.cbr.mlit.go.jp/shizukawa/bousai/livecamera/	GOOGLE_MAP: 5 river sub-pages + Google My Maps iframe.
JO30_CAM_CBR_GIFU_KOKUDO	https://www.cbr.mlit.go.jp/gifu/traffic/livecamera.html	NOT_A_LIST: 4 anchors.
JO30_CAM_CBR_TAJIMI	https://www.cbr.mlit.go.jp/tajimi/desk/douro_live.html	NOT_A_LIST: 4 nav anchors.
JO30_CAM_CGR_HIROKOKU	https://www.cgr.mlit.go.jp/hirokoku/live/index.html	FRAMESET_IMG: 6 area frames (top_cam/areaN.html) each 0 anchors, stills inline.
JO30_CAM_CGR_OOTAGAWA	https://www.cgr.mlit.go.jp/ootagawa/cctv/	IMG_ONLY: 0 anchors; c_map.html variant has 8 textless anchors.
JO30_CAM_CGR_MIYOSHI	http://www.cgr.mlit.go.jp/miyoshi/live/index.php/camera_list/river/sakugi	NOT_A_LIST: area pages have 9 nav anchors, cameras inline.
JO30_CAM_CGR_YAMAGUCHI_SABA	http://www.cgr.mlit.go.jp/yamaguchi/camera/index.html	NOT_A_LIST: 3 anchors, GSI map.
JO30_CAM_CGR_OKAKAWA	http://www.cgr.mlit.go.jp/okakawa/cctvpub/pc/php/main.php	HTTP_404.
JO30_CAM_CGR_TOTTORI_ROAD	https://www.cgr.mlit.go.jp/tottori/livecam_road/index.php	TOO_SMALL: 6 labelled Kurayoshi camera anchors; the office's own cameras are inline images.
JO30_CAM_CGR_PORTAL_CAM_ALL	http://www.cgr.mlit.go.jp/portal/cam_all.html	NOT_A_LIST: link index to prefectural systems (used to find the Okayama pages).
JO30_CAM_CGR_MATSUKOKU_R54	http://www.cgr.mlit.go.jp/matsukoku/tonbara-iji/route54/index.html	NOT_A_LIST: 42 nav anchors, stills inline.
JO30_CAM_SKR_KOCHI	https://www.skr.mlit.go.jp/kochi/livecamera/live.html	NOT_A_LIST: 11 nav anchors; stills inline.
JO30_CAM_SKR_NAKAGAWA	https://www.skr.mlit.go.jp/nakagawa/livecamera/index.html	NOT_A_LIST: 18 anchors, one YouTube camera link; stills inline.
JO30_CAM_SKR_TOKUSHIMA_STREAMING	https://www.skr.mlit.go.jp/tokushima/streaming/streaming.html	TOO_SMALL: 4 live_screenN.html anchors labelled via alt.
JO30_CAM_SKR_KAGAWA_DOKI	https://www.skr.mlit.go.jp/kagawa/river/doki_cctb/index.html	IMG_MAP: 3 nav anchors (2017 page).
JO30_CAM_SKR_ROAD_SP	https://www.skr.mlit.go.jp/road/sp/camera.html	JS_RENDERED: 0 anchors.
JO30_CAM_SKR_KASEN_LIVECAMERA	https://www.skr.mlit.go.jp/kasen/kawa_kihon/realtime/livecamera.html	NOT_A_LIST: 2016 page, 7 nav anchors.
JO30_CAM_HRR_AGANO	https://www.hrr.mlit.go.jp/agano/genzai/Live_Cam_aganogawa.html	NOT_A_LIST: 3 anchors.
JO30_CAM_HRR_CHOKOKU	https://www.hrr.mlit.go.jp/chokoku/99/123/	NOT_A_LIST: 105 anchors are all site navigation/PDFs; stills inline.
JO30_CAM_HRR_SHINANO	https://www.hrr.mlit.go.jp/shinano/live/index.html	IMG_MAP: 2 area map pages, cameras as image-map hot-spots.
JO30_CAM_HRR_CHIKUMA	http://www.hrr.mlit.go.jp/chikuma/livecamera/index.html	NOT_A_LIST: 11 nav anchors; stills inline.
JO30_CAM_HRR_YUKINAVI_NIIGATA	https://www.hrr.mlit.go.jp/hokugi/yukinavi/niigata/niigata2_txt.html	NOT_A_LIST: 30 KB page, 8 nav anchors; cameras inline.
JO30_CAM_HRR_TOYAMA_RIVER_CCTV	https://www.hrr.mlit.go.jp/toyama/common/old/mobile/toyamariverlivecam.html	TOO_SMALL_OLD: 8 Shift_JIS anchors on a 2014 "test operation" mobile page; freshness of targets not verified.
JO30_CAM_HRR_KANAZAWA_MICHINAVI	https://www.hrr.mlit.go.jp/kanazawa/douro/michinavi/	NOT_A_LIST: 25 area sub-page anchors; cameras inline.
JO30_CAM_HRR_LIVE	https://www.hrr.mlit.go.jp/top/live.html	NOT_A_LIST: 2 anchors (2019).
JO30_CAM_QSR_KAKOKU	https://www.qsr.mlit.go.jp/kakoku/traffic/cctv/	NOT_A_LIST: 3 anchors; stills inline.
