id	url	kind	items	name	name_ja	collector	category	lang	tags	interval	description	_verdict	_note
us-data-boston-gov-org-boston-centers-for-youth-families-org	https://data.boston.gov/api/3/action/package_search?fq=organization:boston-centers-for-youth-families-org&rows=100	json:result.results		Analyze Boston — org-boston-centers-for-youth-families-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-boston-centers-for-youth-families-org	86400	Everything published by Boston Centers for Youth & Families on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	EMPTY_RESULTSET	{"help": "https://data.boston.gov/api/3/action/help_show?name=package_search", "success": true, "res
us-data-boston-gov-org-boston-ems-org	https://data.boston.gov/api/3/action/package_search?fq=organization:boston-ems-org&rows=100	json:result.results		Analyze Boston — org-boston-ems-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-boston-ems-org	86400	Everything published by Boston Emergency Medical Services on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	EMPTY_RESULTSET	{"help": "https://data.boston.gov/api/3/action/help_show?name=package_search", "success": true, "res
us-data-boston-gov-org-election-department-org	https://data.boston.gov/api/3/action/package_search?fq=organization:election-department-org&rows=100	json:result.results		Analyze Boston — org-election-department-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-election-department-org	86400	Everything published by Election Department on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	EMPTY_RESULTSET	{"help": "https://data.boston.gov/api/3/action/help_show?name=package_search", "success": true, "res
us-data-boston-gov-org-fair-housing-and-equity-org	https://data.boston.gov/api/3/action/package_search?fq=organization:fair-housing-and-equity-org&rows=100	json:result.results		Analyze Boston — org-fair-housing-and-equity-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-fair-housing-and-equity-org	86400	Everything published by Fair Housing and Equity on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	EMPTY_RESULTSET	{"help": "https://data.boston.gov/api/3/action/help_show?name=package_search", "success": true, "res
us-data-boston-gov-org-intergovernmental-relations-org	https://data.boston.gov/api/3/action/package_search?fq=organization:intergovernmental-relations-org&rows=100	json:result.results		Analyze Boston — org-intergovernmental-relations-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-intergovernmental-relations-org	86400	Everything published by Intergovernmental Relations on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	EMPTY_RESULTSET	{"help": "https://data.boston.gov/api/3/action/help_show?name=package_search", "success": true, "res
us-data-boston-gov-org-mayor-s-office-org	https://data.boston.gov/api/3/action/package_search?fq=organization:mayor-s-office-org&rows=100	json:result.results		Analyze Boston — org-mayor-s-office-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-mayor-s-office-org	86400	Everything published by Mayor's Office on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	EMPTY_RESULTSET	{"help": "https://data.boston.gov/api/3/action/help_show?name=package_search", "success": true, "res
us-data-boston-gov-org-mayor-s-office-for-immigrant-advancement	https://data.boston.gov/api/3/action/package_search?fq=organization:mayor-s-office-for-immigrant-advancement-org&rows=100	json:result.results		Analyze Boston — org-mayor-s-office-for-immigrant-advancement (United States)		us_opendata	opendata	en	us,ckan,opendata,org-mayor-s-office-for-immigrant-advancement	86400	Everything published by Mayor's Office for Immigrant Advancement on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	EMPTY_RESULTSET	{"help": "https://data.boston.gov/api/3/action/help_show?name=package_search", "success": true, "res
us-data-boston-gov-org-mayor-s-office-of-emergency-management-s	https://data.boston.gov/api/3/action/package_search?fq=organization:mayor-s-office-of-emergency-management-services-org&rows=100	json:result.results		Analyze Boston — org-mayor-s-office-of-emergency-management-s (United States)		us_opendata	opendata	en	us,ckan,opendata,org-mayor-s-office-of-emergency-management-s	86400	Everything published by Mayor's Office of Emergency Management Services on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	EMPTY_RESULTSET	{"help": "https://data.boston.gov/api/3/action/help_show?name=package_search", "success": true, "res
us-data-boston-gov-org-neighborhood-services-org	https://data.boston.gov/api/3/action/package_search?fq=organization:neighborhood-services-org&rows=100	json:result.results		Analyze Boston — org-neighborhood-services-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-neighborhood-services-org	86400	Everything published by Neighborhood Services on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	EMPTY_RESULTSET	{"help": "https://data.boston.gov/api/3/action/help_show?name=package_search", "success": true, "res
us-data-boston-gov-org-office-of-arts-culture-org	https://data.boston.gov/api/3/action/package_search?fq=organization:office-of-arts-culture-org&rows=100	json:result.results		Analyze Boston — org-office-of-arts-culture-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-office-of-arts-culture-org	86400	Everything published by Office of Arts & Culture on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	EMPTY_RESULTSET	{"help": "https://data.boston.gov/api/3/action/help_show?name=package_search", "success": true, "res
