https://www.pmda.go.jp/safety/info-services/drugs/adr-info/suspected-adr/0004.html	Description/terms page only; actual CSV download (CsvDownload.jsp) is gated behind an image CAPTCHA, no non-interactive path found
https://www.pmda.go.jp/safety/info-services/drugs/adr-info/suspected-adr/0005.html	Entry-point page only; the linked dataset-download page (0003.html) is also CAPTCHA-gated, and the line-list search is a separate interactive jsp
https://www.pmda.go.jp/safety/info-services/drugs/adr-info/suspected-adr/0002.html	Archive page with no downloadable files; only links to an interactive search jsp (menu_fukusayou_base.jsp)
https://www.pmda.go.jp/PmdaSearch/iyakuSearch/	Pure HTML search form, no JSON/XML API or GET-queryable endpoint found; results are server-rendered from a POST form
https://www.pmda.go.jp/PmdaSearch/kikiSearch/	Pure HTML search form, no JSON/XML API or GET-queryable endpoint found
https://www.pmda.go.jp/PmdaSearch/saiseiSearch/	Pure HTML search form, no JSON/XML API or GET-queryable endpoint found
https://www.pmda.go.jp/PmdaSearch/ivdSearch/	Pure HTML search form, no JSON/XML API or GET-queryable endpoint found
https://www.pmda.go.jp/PmdaSearch/otcSearch/	Pure HTML search form, no JSON/XML API or GET-queryable endpoint found
https://www.pmda.go.jp/safety/info-services/devices/0090.html	Leads through a terms-of-service click-through (0126.html -> 0095.html) into an interactive search jsp (menu_fuguai_base.jsp); no bulk CSV/line-list download link found
https://www.pmda.go.jp/english/review-services/reviews/approved-information/drugs/0002.html	Single consolidated PDF (April 2004-present, one file) rather than a per-item link list; html mode requires a genuine list-of-links page, no CSV/API alternative found
https://www.pmda.go.jp/english/review-services/reviews/approved-information/devices/0001.html	Single consolidated PDF, same as the new-drug-approvals row; no CSV/API alternative found
https://www.tele.soumu.go.jp/j/sys/equ/tech/webapi/	Site is bot-gated for automated fetching: WebFetch got HTTP 403 and repeated curl attempts (with browser UA and a warmed session cookie) returned the site's generic error page instead of the API documentation; no real endpoint/params could be confirmed
https://www.soumu.go.jp/johotsusintokei/field/tsuushin04_01.html	Only XLS files available (data/gt010403.xls, data/gt010404.xls); no CSV/JSON alternative found
https://www.soumu.go.jp/iken/jokyo_chousa_shiryo.html	Descriptive index page with no direct downloadable files of its own; the real data lives on e-Stat and the settlement-cards/financial-material pages captured elsewhere in this batch
https://www.e-stat.go.jp/stat-search/files?toukei=00200251&tstat=000001077755	e-Stat search/filter results page; no direct file <a href> links present in the raw HTML (files are reached via further click-through or a bulk-download JS interaction), and full API access requires a user-registered application ID (credential)
https://www.e-stat.go.jp/stat-search/files?toukei=00200356	e-Stat page requires further click-through navigation into per-survey-year sublinks; no direct file <a href> links present in the raw HTML
https://dataset.address-br.digital.go.jp/	WebFetch returned only the page heading with no anchors/links twice in a row — page renders its dataset list client-side (JS), no static download links observable
https://www.digital.go.jp/resources/japandashboard/	Pure link-directory page pointing only to further JS-rendered Power BI dashboards; no data or files of its own to extract
https://www.digital.go.jp/resources/govdashboard/	Same pattern as japandashboard — static index linking only to JS Power BI dashboards, no embedded data
https://www.digital.go.jp/resources/govdashboard/gbiz-id	Only a ZIP archive is offered (データテーブル ZIP); the engine has no unzip/decompression capability so the underlying CSV/Excel inside is unreachable
https://www.digital.go.jp/en/policies/base_registry_address	Policy gateway page that only re-links to dataset.address-br.digital.go.jp (already rejected) and to GitHub geocoder tool pages; carries no data itself
