id	url	verdict	kind	items	http	bytes	note
ARXIV_SEARCH	http://export.arxiv.org/api/query?search_query=all:hypersonic&max_results=100	PASS	atom	100	200	231893	
AUSTRALIA_DATA_GOV	https://data.gov.au/data/api/3/action/package_search?q=defence&rows=100	PASS	json:result.results	100	200	705228	
AVWX_PIREP	https://aviationweather.gov/api/data/pirep?format=json&age=12&distance=200&id=KJFK	PASS	json-array	164	200	103862	
BGPTOOLS_STYLE_ASRANK	https://api.asrank.caida.org/v2/restful/asns/15169	PASS	json-object	1	200	381	
BINARYDEFENSE_BANLIST	https://www.binarydefense.com/banlist.txt	PASS	text-lines	1162	200	16938	
BLOCKCHAIN_INFO_ADDRESS	https://blockchain.info/rawaddr/1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa?limit=50	PASS	json:txs	50	200	96304	
BRANDMEISTER_MASTER	https://api.brandmeister.network/v2/master	PASS	json-array	40	200	2107	
CAIDA_ASRANK_ORG	https://api.asrank.caida.org/v2/restful/organizations?first=100	PASS	json-object	1	200	28658	
CALLOOK_FCC_CALLSIGN	https://callook.info/W1AW/json	PASS	json-object	1	200	836	
CBS_NETHERLANDS_ODATA	https://opendata.cbs.nl/ODataCatalog/Tables?$format=json	PASS	json:value	5952	200	18318271	
CDC_SOCRATA_DATASETS	https://data.cdc.gov/api/views.json?limit=200	PASS	json-array	200	200	905286	
CELESTRAK_GP_ACTIVE	https://celestrak.org/NORAD/elements/gp.php?GROUP=active&FORMAT=json	PASS	json-array	16345	200	6880931	
CELESTRAK_GP_STARLINK	https://celestrak.org/NORAD/elements/gp.php?GROUP=starlink&FORMAT=json	PASS	json-array	10926	200	4615838	
CFTC_SWAPS_REPORT	https://publicreporting.cftc.gov/resource/6dca-aqww.json?$limit=200	PASS	json-array	200	200	928660	
CIRCL_CVE_SEARCH	https://cve.circl.lu/api/cve/CVE-2021-44228	PASS	json:containers.adp	2	200	18994	
CLINICALTRIALS_STUDIES	https://clinicaltrials.gov/api/v2/studies?query.term=vaccine&pageSize=100	PASS	json:studies	100	200	2117132	
CLOUDFLARE_DNS_QUERY	https://cloudflare-dns.com/dns-query?name=cloudflare.com&type=A	PASS	json:Answer	2	200	261	
COINGECKO_COIN_LIST	https://api.coingecko.com/api/v3/coins/list?include_platform=true	PASS	json-array	18438	200	2905384	
COPERNICUS_EMS_RAPID	https://www.gdacs.org/gdacsapi/api/events/geteventlist/SEARCH?eventlist=EQ	PASS	geojson	30	200	41048	
COURTLISTENER_DOCKETS	https://www.courtlistener.com/api/rest/v4/search/?q=export%20control&type=r&format=json	PASS	json:results	20	200	102925	
COURTLISTENER_JUDGES	https://www.courtlistener.com/api/rest/v4/people/?format=json	PASS	json:results	20	200	16584	
CRATESIO_SEARCH	https://crates.io/api/v1/crates?q=serde&per_page=100	PASS	json:crates	100	200	95937	
CROSSREF_FUNDERS	https://api.crossref.org/funders?query=defense&rows=100	PASS	json:message.items	100	200	52476	
CROSSREF_WORKS	https://api.crossref.org/works?query=semiconductor&rows=100	PASS	json:message.items	100	200	320930	
DATACITE_WORKS	https://api.datacite.org/dois?query=genomics&page%5Bsize%5D=100	PASS	json:data	100	200	407458	
DATAPLANE_DNSRD	https://dataplane.org/dnsrd.txt	PASS	text-lines	8416	200	855328	
DATAPLANE_SIPINVITE	https://dataplane.org/sipinvitation.txt	PASS	text-lines	64	200	10088	
DATAPLANE_SSH_CLIENT	https://dataplane.org/sshclient.txt	PASS	text-lines	18929	200	1992389	
DATAPLANE_TELNET	https://dataplane.org/telnetlogin.txt	PASS	text-lines	85080	200	9106850	
DATAPLANE_VNC_RFB	https://dataplane.org/vncrfb.txt	PASS	text-lines	5368	200	550719	
DE_GOVDATA_SEARCH	https://ckan.govdata.de/api/3/action/package_search?q=energie&rows=100	PASS	json:result.results	100	200	764911	
DIGITRAFFIC_TRAINS	https://rata.digitraffic.fi/api/v1/trains/latest/1	PASS	json-array	1	200	42749	
DNS_CAA_LOOKUP	https://dns.google/resolve?name=google.com&type=CAA	PASS	json:Question	1	200	199	
